"filename", "language", "JavaScript", "Vue", "JSON", "SCSS", "XML", "Markdown", "HTML", "CSS", "Log", "comment", "blank", "total"
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\cmps\_card-labels.scss", "SCSS", 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 47
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\cmps\_card-menu-edit.scss", "SCSS", 0, 0, 0, 154, 0, 0, 0, 0, 0, 1, 0, 155
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\cmps\_card-preview.scss", "SCSS", 0, 0, 0, 156, 0, 0, 0, 0, 0, 1, 0, 157
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\cmps\_dashboard.scss", "SCSS", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 15
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\cmps\_group-menu.scss", "SCSS", 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 94
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\cmps\_group.scss", "SCSS", 0, 0, 0, 206, 0, 0, 0, 0, 0, 5, 0, 211
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\cmps\_login.scss", "SCSS", 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 62
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\cmps\_main-header.scss", "SCSS", 0, 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 164
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\cmps\_pop-up.scss", "SCSS", 0, 0, 0, 105, 0, 0, 0, 0, 0, 1, 21, 127
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\setup\_animations.scss", "SCSS", 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 8, 69
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\setup\_functions.scss", "SCSS", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\setup\_mixins.scss", "SCSS", 0, 0, 0, 48, 0, 0, 0, 0, 0, 4, 8, 60
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\setup\_typography.scss", "SCSS", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 3, 19
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\setup\_variables.scss", "SCSS", 0, 0, 0, 22, 0, 0, 0, 0, 0, 4, 3, 29
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\styles.scss", "SCSS", 0, 0, 0, 31, 0, 0, 0, 0, 0, 4, 2, 37
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\views\_app.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\views\_board-details.scss", "SCSS", 0, 0, 0, 109, 0, 0, 0, 0, 0, 1, 0, 110
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\views\_board-list.scss", "SCSS", 0, 0, 0, 59, 0, 0, 0, 0, 0, 11, 0, 70
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\views\_card-details.scss", "SCSS", 0, 0, 0, 665, 0, 0, 0, 0, 0, 6, 7, 678
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\views\_home-page.scss", "SCSS", 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 87
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\views\board-details.vue", "Vue", 0, 483, 0, 0, 0, 0, 0, 0, 0, 14, 10, 507
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\views\board-list.vue", "Vue", 0, 88, 0, 0, 0, 0, 0, 0, 0, 6, 4, 98
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\views\card-details.vue", "Vue", 0, 749, 0, 0, 0, 0, 0, 0, 0, 10, 6, 765
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\views\home-page.vue", "Vue", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 6, 62
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\views\login.vue", "Vue", 0, 105, 0, 0, 0, 0, 0, 0, 0, 3, 2, 110
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\tests\e2e\.eslintrc.js", "JavaScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\tests\e2e\plugins\index.js", "JavaScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 12, 5, 26
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\tests\e2e\specs\test.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 9
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\tests\e2e\support\commands.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 1, 26
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\tests\e2e\support\index.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 17, 3, 21
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\tests\unit\example.spec.js", "JavaScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\Eden\Desktop\קורס WEB\trililo\package-lock.json", "JSON", 0, 0, 3737, 0, 0, 0, 0, 0, 0, 0, 1, 3738
"Total", "-", 1642, 4892, 37224, 3465, 64, 27, 42, 2, 1089, 440, 564, 49451
